date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:44:10	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:42:17%20GMT	https://manorbookpublishers.com/robots.txt		(from )
07:44:11	137019/137019	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Feb%202026%2007:42:17%20GMT	https://manorbookpublishers.com/	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/index.html	(from )
07:44:12	9494/9494	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Jan%202026%2018:00:10%20GMT	https://manorbookpublishers.com/assets/css/index.css	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/css/index.css	(from https://manorbookpublishers.com/)
07:44:14	2426/2426	---M--	200	added ('OK')	image/x-icon	date:Wed,%2020%20Aug%202025%2010:51:13%20GMT	https://manorbookpublishers.com/assets/images/favicon.ico	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/favicon.ico	(from https://manorbookpublishers.com/)
07:44:15	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%226599bda5-317b%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	C:/My%20Web%20Sites/Manor/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.3/css/all.min.css	(from https://manorbookpublishers.com/)
07:44:15	50/50	---M--	302	error ('Found')	text/plain	date:Tue,%2024%20Feb%202026%2007:42:23%20GMT	https://unpkg.com/swiper@9/swiper-bundle.min.css	C:/My%20Web%20Sites/Manor/unpkg.com/swiper@9/swiper-bundle.min.3.delayed	(from https://manorbookpublishers.com/)
07:44:16	18065/18065	---MCZ	200	added ('OK')	text/css	date:Fri,%2029%20Aug%202025%2012:38:39%20GMT	https://unpkg.com/swiper@9.4.1/swiper-bundle.min.css	C:/My%20Web%20Sites/Manor/unpkg.com/swiper@9.4.1/swiper-bundle.min.css	(from https://manorbookpublishers.com/)
07:44:18	356631/356631	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2024%20Feb%202026%2007:42:23%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/Manor/connect.facebook.net/en_US/fbevents.js	(from https://manorbookpublishers.com/)
07:44:20	73984/73984	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Oct%202025%2019:08:28%20GMT	https://manorbookpublishers.com/assets/images/logo.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/logo.png	(from https://manorbookpublishers.com/)
07:44:22	137019/137019	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Feb%202026%2007:42:28%20GMT	https://manorbookpublishers.com/index.php	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/index-2.html	(from https://manorbookpublishers.com/)
07:44:23	52197/52197	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:39:20%20GMT	https://manorbookpublishers.com/about-us	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/about-us.html	(from https://manorbookpublishers.com/)
07:44:25	80632/80632	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:47:32%20GMT	https://manorbookpublishers.com/professional-ghostwriting-services	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/professional-ghostwriting-services.html	(from https://manorbookpublishers.com/)
07:44:26	79153/79153	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:46:04%20GMT	https://manorbookpublishers.com/ebook-writing-services	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/ebook-writing-services.html	(from https://manorbookpublishers.com/)
07:44:28	80771/80771	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:42:06%20GMT	https://manorbookpublishers.com/book-editing-services	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-editing-services.html	(from https://manorbookpublishers.com/)
07:44:31	84648/84648	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:41:40%20GMT	https://manorbookpublishers.com/book-cover-design	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-cover-design.html	(from https://manorbookpublishers.com/)
07:44:33	80128/80128	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:45:52%20GMT	https://manorbookpublishers.com/ebook-cover-design	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/ebook-cover-design.html	(from https://manorbookpublishers.com/)
07:44:34	82063/82063	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:45:17%20GMT	https://manorbookpublishers.com/book-writing	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-writing.html	(from https://manorbookpublishers.com/)
07:44:36	74633/74633	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:42:49%20GMT	https://manorbookpublishers.com/book-marketing	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-marketing.html	(from https://manorbookpublishers.com/)
07:44:38	79701/79701	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:40:47%20GMT	https://manorbookpublishers.com/biography-writing	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/biography-writing.html	(from https://manorbookpublishers.com/)
07:44:40	79522/79522	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:47:01%20GMT	https://manorbookpublishers.com/memoir-writing	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/memoir-writing.html	(from https://manorbookpublishers.com/)
07:44:41	71937/71937	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:43:23%20GMT	https://manorbookpublishers.com/book-printing	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-printing.html	(from https://manorbookpublishers.com/)
07:44:43	73560/73560	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:45:02%20GMT	https://manorbookpublishers.com/book-trailer-services	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-trailer-services.html	(from https://manorbookpublishers.com/)
07:44:45	76522/76522	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:39:48%20GMT	https://manorbookpublishers.com/audiobook-publishing-services	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/audiobook-publishing-services.html	(from https://manorbookpublishers.com/)
07:44:46	78671/78671	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:40:14%20GMT	https://manorbookpublishers.com/author-website-design	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/author-website-design.html	(from https://manorbookpublishers.com/)
07:44:48	75433/75433	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:42:22%20GMT	https://manorbookpublishers.com/book-illustration-services	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/book-illustration-services.html	(from https://manorbookpublishers.com/)
07:44:50	27267/27267	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:45:30%20GMT	https://manorbookpublishers.com/contact-us	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/contact-us.html	(from https://manorbookpublishers.com/)
07:44:52	31763/31763	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Jan%202026%2016:41:07%20GMT	https://manorbookpublishers.com/blogs	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/blogs.html	(from https://manorbookpublishers.com/)
07:44:54	376/376	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:30%20GMT	https://manorbookpublishers.com/assets/images/home/pen.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/pen.png	(from https://manorbookpublishers.com/)
07:44:56	18508/18508	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Aug%202025%2010:51:30%20GMT	https://manorbookpublishers.com/assets/images/home/formAbsolute.jpg	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/formAbsolute.jpg	(from https://manorbookpublishers.com/)
07:44:58	39368/39368	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Aug%202025%2010:51:27%20GMT	https://manorbookpublishers.com/assets/images/home/banner-inner-img.jpg	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/banner-inner-img.jpg	(from https://manorbookpublishers.com/)
07:44:59	3629/3629	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:38%20GMT	https://manorbookpublishers.com/assets/images/home/marquee/0.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/marquee/0.png	(from https://manorbookpublishers.com/)
07:45:00	8912/8912	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:38%20GMT	https://manorbookpublishers.com/assets/images/home/marquee/1.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/marquee/1.png	(from https://manorbookpublishers.com/)
07:45:02	930/930	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:38%20GMT	https://manorbookpublishers.com/assets/images/home/marquee/2.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/marquee/2.png	(from https://manorbookpublishers.com/)
07:45:03	6191/6191	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:38%20GMT	https://manorbookpublishers.com/assets/images/home/marquee/3.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/marquee/3.png	(from https://manorbookpublishers.com/)
07:45:05	8490/8490	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:38%20GMT	https://manorbookpublishers.com/assets/images/home/marquee/4.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/marquee/4.png	(from https://manorbookpublishers.com/)
07:45:07	23997/23997	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:38%20GMT	https://manorbookpublishers.com/assets/images/home/marquee/5.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/marquee/5.png	(from https://manorbookpublishers.com/)
07:45:08	496/496	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:30%20GMT	https://manorbookpublishers.com/assets/images/home/pen-about.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/pen-about.png	(from https://manorbookpublishers.com/)
07:45:10	355/355	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2024%20Feb%202026%2007:43:17%20GMT	https://manorbookpublishers.com/transparent	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/transparent.23.delayed	(from https://manorbookpublishers.com/)
07:45:12	96569/96569	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:26%20GMT	https://manorbookpublishers.com/assets/images/home/about.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/about.png	(from https://manorbookpublishers.com/)
07:45:13	322/322	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Aug%202025%2010:51:27%20GMT	https://manorbookpublishers.com/assets/images/home/check.svg	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/check.svg	(from https://manorbookpublishers.com/)
07:45:15	1816/1816	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:39%20GMT	https://manorbookpublishers.com/assets/images/home/services/1.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/services/1.png	(from https://manorbookpublishers.com/)
07:45:16	696/696	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:39%20GMT	https://manorbookpublishers.com/assets/images/home/services/2.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/services/2.png	(from https://manorbookpublishers.com/)
07:45:18	1747/1747	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Aug%202025%2010:51:39%20GMT	https://manorbookpublishers.com/assets/images/home/services/5.png	C:/My%20Web%20Sites/Manor/manorbookpublishers.com/assets/images/home/services/5.png	(from https://manorbookpublishers.com/)
